Date,Country,Market_Type,Return
2000-09-20,France,DM,-0.015531346606132491
2000-09-21,France,DM,-0.021294458543339966
2000-09-22,France,DM,0.0017975503665881027
2000-09-25,France,DM,0.012882009900775327
2000-09-26,France,DM,-0.007251098506137683
2000-09-27,France,DM,0.004057973858425102
2000-09-28,France,DM,-0.004019097013532091
2000-09-29,France,DM,-0.0021739661508219377
2000-10-02,France,DM,0.009043154197688006
2000-10-03,France,DM,0.006464018064012302
2000-10-04,France,DM,-0.013785488808571954
2000-10-05,France,DM,0.002784989769499937
2000-10-06,France,DM,-0.009748120264379698
2000-10-09,France,DM,-0.02025645033489012
2000-10-10,France,DM,0.006249386608317552
2000-10-11,France,DM,-0.02822017180763977
2000-10-12,France,DM,0.0037193456545904654
2000-10-13,France,DM,0.00686650111767518
2000-10-16,France,DM,0.0026713331675022596
2000-10-17,France,DM,-0.0019157281117536385
2000-10-18,France,DM,-0.020879729259556078
2000-10-19,France,DM,0.017658138884148977
2000-10-20,France,DM,0.011119597216538256
2000-10-23,France,DM,0.00592096066859512
2000-10-24,France,DM,0.022481090299778104
2000-10-25,France,DM,-0.007480295538745362
2000-10-26,France,DM,-0.011482854536977232
2000-10-27,France,DM,0.007850749274349814
2000-10-30,France,DM,0.004296110283816147
2000-10-31,France,DM,0.015013678359794128
2000-11-01,France,DM,0.001704786399973872
2000-11-02,France,DM,-0.0010617189340657474
2000-11-03,France,DM,0.0002775304472829343
2000-11-06,France,DM,-0.006213698696096584
2000-11-07,France,DM,0.00634921513706363
2000-11-08,France,DM,-0.005485502123398835
2000-11-09,France,DM,-0.008309686938701355
2000-11-10,France,DM,-0.017135373797695835
2000-11-13,France,DM,-0.01844295279450125
2000-11-14,France,DM,0.027324274797621787
2000-11-15,France,DM,0.011377657591153658
2000-11-16,France,DM,-0.0018203380778468736
2000-11-17,France,DM,-0.016254206546457182
2000-11-20,France,DM,-0.01909203273188253
2000-11-21,France,DM,0.00634403565267255
2000-11-22,France,DM,-0.01846461432015707
2000-11-23,France,DM,0.015026649697329692
2000-11-24,France,DM,0.010727643930958656
2000-11-27,France,DM,0.0047996400678718765
2000-11-28,France,DM,-0.013121741391485926
2000-11-29,France,DM,-0.0013776176099616478
2000-11-30,France,DM,-0.01994308582065903
2000-12-01,France,DM,-0.0011637508821617708
2000-12-04,France,DM,-0.020860040072516288
2000-12-05,France,DM,0.027702249076476854
2000-12-06,France,DM,-0.001808419490941817
2000-12-07,France,DM,0.0004712063401573515
2000-12-08,France,DM,-0.006432246226558821
2000-12-11,France,DM,0.018600768601498674
2000-12-12,France,DM,-0.000385358828395205
2000-12-13,France,DM,-0.010231271280349815
2000-12-14,France,DM,-0.010245046870521498
2000-12-15,France,DM,-0.0116912732876925
2000-12-18,France,DM,0.011039551090479091
2000-12-19,France,DM,0.010335592858828941
2000-12-20,France,DM,-0.027958873047534707
2000-12-21,France,DM,-0.0030835526380347377
2000-12-22,France,DM,0.006399614862933959
2000-12-27,France,DM,0.01455013169835077
2000-12-28,France,DM,0.011013379651671462
2000-12-29,France,DM,0.0041989823869662
2001-01-02,France,DM,-0.017749706476019214
2001-01-03,France,DM,-0.020211720585708873
2001-01-04,France,DM,0.01635130901482356
2001-01-05,France,DM,-0.007266040199293543
2001-01-08,France,DM,-0.005678427684206751
2001-01-09,France,DM,-0.01128407972356183
2001-01-10,France,DM,-0.0029744617624794067
2001-01-11,France,DM,0.009122676367807819
2001-01-12,France,DM,0.019039199941736595
2001-01-15,France,DM,0.0006295253875596872
2001-01-16,France,DM,-0.010641234100684226
2001-01-17,France,DM,0.015297192916842173
2001-01-18,France,DM,-0.002416676527818749
2001-01-19,France,DM,-0.002755790040145609
2001-01-22,France,DM,0.004678071696916627
2001-01-23,France,DM,-0.007035976222606775
2001-01-24,France,DM,0.008606846871432068
2001-01-25,France,DM,0.0061869570437776055
2001-01-26,France,DM,0.0008272562816424278
2001-01-29,France,DM,-0.0031784554443822994
2001-01-30,France,DM,0.002375441098787961
2001-01-31,France,DM,0.01244422662510086
2001-02-01,France,DM,-0.013256123178034455
2001-02-02,France,DM,-0.008873233891867272
2001-02-05,France,DM,0.0017091642489122825
2001-02-06,France,DM,0.0044256337200545715
2001-02-07,France,DM,-0.012865182296106104
2001-02-08,France,DM,0.004163923886514271
2001-02-09,France,DM,-0.009008897275929122
2001-02-12,France,DM,0.006429617993510482
2001-02-13,France,DM,-0.0043524070992727315
2001-02-14,France,DM,-0.01341767946115456
2001-02-15,France,DM,0.009641053332838987
2001-02-16,France,DM,-0.013630106324717211
2001-02-19,France,DM,-7.828146700376642e-05
2001-02-20,France,DM,-0.006134092514680483
2001-02-21,France,DM,-0.01030309370991801
2001-02-22,France,DM,-0.005700630142724326
2001-02-23,France,DM,-0.017668489129160306
2001-02-26,France,DM,0.014694909854834667
2001-02-27,France,DM,0.003987437068794467
2001-02-28,France,DM,-0.00816686229116904
2001-03-01,France,DM,-0.0061549025608195074
2001-03-02,France,DM,-0.009540641059603186
2001-03-05,France,DM,0.012232476446869919
2001-03-06,France,DM,0.013019765347998142
2001-03-07,France,DM,0.005283432109438126
2000-01-04,China,EM,0.0310831095348044
2000-01-05,China,EM,-0.0024853093195388227
2000-01-06,China,EM,0.03765006139813082
2000-01-07,China,EM,0.04058647406615302
2000-01-10,China,EM,0.01732193607209765
2000-01-11,China,EM,-0.04837750585367109
2000-01-12,China,EM,-0.031641592110021814
2000-01-13,China,EM,-0.01035843463443447
2000-01-14,China,EM,-0.016037333717007447
2000-01-17,China,EM,0.014878951681773743
2000-01-18,China,EM,-0.00328272245397168
2000-01-19,China,EM,0.017230895535105827
2000-01-20,China,EM,0.017994370098866463
2000-01-21,China,EM,-0.0027856624128034845
2000-01-24,China,EM,0.008026125115442906
2000-01-25,China,EM,0.0006960279565317723
2000-01-26,China,EM,0.0019574821757847994
2000-01-27,China,EM,0.016219767131802832
2000-01-28,China,EM,0.024779808711115132
2000-02-14,China,EM,0.044378180271922495
2000-02-15,China,EM,-0.011274305730690517
2000-02-16,China,EM,0.010557037634107026
2000-02-17,China,EM,-0.03179968591929143
2000-02-18,China,EM,0.006579724447497057
2000-02-21,China,EM,0.015830632224598764
2000-02-22,China,EM,-0.027855060650409637
2000-02-23,China,EM,-0.016678958556422534
2000-02-24,China,EM,0.02408883932455076
2000-02-25,China,EM,-0.002729573881952953
2000-02-28,China,EM,0.0469844422054446
2000-02-29,China,EM,0.01707821060157206
2000-03-01,China,EM,-0.01378873825664526
2000-03-02,China,EM,0.005545404037953125
2000-03-03,China,EM,0.01089208698015705
2000-03-06,China,EM,-0.0428600327908808
2000-03-07,China,EM,0.018085496621448115
2000-03-08,China,EM,0.014153026634886432
2000-03-09,China,EM,0.009575893881330472
2000-03-10,China,EM,-0.016114981481333654
2000-03-13,China,EM,0.013942685330575104
2000-03-14,China,EM,-0.0263570139070302
2000-03-15,China,EM,-0.004486725916486257
2000-03-16,China,EM,-0.05067118427284891
2000-03-17,China,EM,0.036251286101483426
2000-03-20,China,EM,0.022437646375346867
2000-03-21,China,EM,-0.000772957991031967
2000-03-22,China,EM,0.012350804019463554
2000-03-23,China,EM,0.009195386476896253
2000-03-24,China,EM,-0.002255674852529469
2000-03-27,China,EM,0.025158566322827387
2000-03-28,China,EM,0.0013610645033876223
2000-03-29,China,EM,-0.005353098248876337
2000-03-30,China,EM,0.012955363695382726
2000-03-31,China,EM,-0.007088735555743832
2000-04-03,China,EM,0.010720005481346936
2000-04-04,China,EM,-0.019748538598369544
2000-04-05,China,EM,0.0071926270602033285
2000-04-06,China,EM,0.020408995202765557
2000-04-07,China,EM,-0.0019310578907767795
2000-04-10,China,EM,0.004989919721361977
2000-04-11,China,EM,-0.000690799129621388
2000-04-12,China,EM,-0.016095309520354265
2000-04-13,China,EM,0.010280638605502377
2000-04-14,China,EM,0.0044451124447701185
2000-04-17,China,EM,-0.016009962135766515
2000-04-18,China,EM,0.0062442058993660956
2000-04-19,China,EM,0.013338140564010583
2000-04-20,China,EM,0.0038178009403087264
2000-04-21,China,EM,0.0034049879965012703
2000-04-24,China,EM,-0.00816180411504244
2000-04-25,China,EM,-0.005372037415997711
2000-04-26,China,EM,0.012347429714887333
2000-04-27,China,EM,-0.00806559164058706
2000-04-28,China,EM,0.02311375918972926
2000-05-08,China,EM,-0.006207360742297802
2000-05-09,China,EM,-0.026250222069857252
2000-05-10,China,EM,-0.02665172647232295
2000-05-11,China,EM,-0.020275903887941454
2000-05-12,China,EM,-0.0036644720298634253
2000-05-15,China,EM,-0.013810691185975844
2000-05-16,China,EM,0.01022763393930046
2000-05-17,China,EM,0.0007734528370650976
2000-05-18,China,EM,0.01935073910065826
2000-05-19,China,EM,0.00803357974417629
2000-05-22,China,EM,0.02968991957931729
2000-05-23,China,EM,-0.0062684893008082545
2000-05-24,China,EM,0.013353548039630493
2000-05-25,China,EM,0.010002236875813324
2000-05-26,China,EM,0.001023695769416192
2000-05-29,China,EM,0.01230500797573413
2000-05-30,China,EM,-0.011565525565927704
2000-05-31,China,EM,0.0011190572134770589
2000-06-01,China,EM,0.003971394254630605
2000-06-02,China,EM,0.0009592984837833808
2000-06-05,China,EM,0.000990271797271697
2000-06-06,China,EM,0.015955924173866272
2000-06-07,China,EM,0.0003951712534615131
2000-06-08,China,EM,-0.006560382542684753
2000-06-09,China,EM,-0.022646073347002704
2000-06-12,China,EM,0.001812398821420611
2000-06-13,China,EM,0.008243896533598657
2000-06-14,China,EM,-0.005612774766183356
2000-06-15,China,EM,0.007303182939476304
2000-06-16,China,EM,-0.012414195389945393
2000-06-19,China,EM,-0.00824287780208522
2000-06-20,China,EM,-0.0066100740054687935
2000-06-21,China,EM,0.012908346304726339
2000-06-22,China,EM,0.0023247399529483744
2000-06-23,China,EM,0.005881536386212515
2000-06-26,China,EM,0.008689475416879507
2000-06-27,China,EM,-0.009033937763632347
2000-06-28,China,EM,0.0030616766221433374
2000-06-29,China,EM,0.004107686169221952
2000-06-30,China,EM,-0.003951804266474256
2000-07-03,China,EM,-0.012531099327953633
2000-07-04,China,EM,0.005625203242666824
2000-07-05,China,EM,0.002299228729926122
2000-07-06,China,EM,-0.005193141272661385
2000-07-07,China,EM,0.017881972507533414
2000-07-10,China,EM,0.007533391650724421
2000-07-11,China,EM,0.006799077915962463
2000-07-12,China,EM,0.006607050131627937
2000-07-13,China,EM,-0.0024684787124738166
2000-07-14,China,EM,0.008089072264294854
2000-07-17,China,EM,-0.0027530335997700286
2000-07-18,China,EM,0.004872909561631794
2000-07-19,China,EM,0.004267256015079376
2000-07-20,China,EM,-0.002420290500127567
2000-07-21,China,EM,-0.00021038997128234953
2000-07-24,China,EM,-0.008262218319153993
2000-07-25,China,EM,0.006602152253505725
2000-07-26,China,EM,0.003679642177478592
2000-07-27,China,EM,0.005223502616787269
2000-07-28,China,EM,-0.007184556971102316
2000-07-31,China,EM,0.004885166310879333
2000-08-01,China,EM,0.0019473111546005996
2000-08-02,China,EM,0.0012052542072376806
2000-08-03,China,EM,-7.346315845553141e-05
2000-08-04,China,EM,-0.004779006023433909
2000-08-07,China,EM,0.006297039379187479
2000-08-08,China,EM,0.004201935267222772
2000-08-09,China,EM,0.0037962347813004435
2000-08-10,China,EM,0.003940573680032105
2000-08-11,China,EM,-0.00041236595060333383
2000-08-14,China,EM,0.0031001104995484973
2000-08-15,China,EM,-0.00888346529461199
2000-08-16,China,EM,0.0028187860175119036
2000-08-17,China,EM,0.009385378215602404
2000-08-18,China,EM,-0.0036368841187369954
2000-08-21,China,EM,0.007871625144768597
2000-08-22,China,EM,-0.014166180930399104
2000-08-23,China,EM,-0.007981174098534962
2000-08-24,China,EM,0.005398818294434099
2000-08-25,China,EM,0.004572515056134571
2000-08-28,China,EM,-0.001912299087580866
2000-08-29,China,EM,0.0030858860376745696
2000-08-30,China,EM,-0.012749067680655531
2000-08-31,China,EM,-0.02478296524567898
2000-09-01,China,EM,-0.01234229143852883
2000-09-04,China,EM,0.0026348888980512234
2000-09-05,China,EM,-0.02181749150153341
2000-09-06,China,EM,-0.018393068255697066
2000-09-07,China,EM,0.011801916135937765
2000-09-08,China,EM,0.0022641186250323114
2000-09-11,China,EM,0.0024128520082834694
2000-09-12,China,EM,0.008632004749480074
2000-09-13,China,EM,0.010139321736365645
2000-09-14,China,EM,-0.009146778524137407
2000-09-15,China,EM,-0.002399504717389299
2000-09-18,China,EM,-0.015158315878838148
2000-09-19,China,EM,-0.02029530090507824
2000-09-20,China,EM,0.006910425912089623
2000-09-21,China,EM,-0.017986538603175502
2000-09-22,China,EM,-0.007997360367172943
2000-09-25,China,EM,-0.009228374035152217
2000-09-26,China,EM,0.005238306101119392
2000-09-27,China,EM,0.016295732187018262
2000-09-28,China,EM,-0.029206349840071182
2000-09-29,China,EM,0.012670733842616811
2000-10-09,China,EM,-0.005982302339184873
2000-10-10,China,EM,0.01698906090807292
2000-10-11,China,EM,-0.0032510044816060403
2000-10-12,China,EM,-0.009074229876625622
2000-10-13,China,EM,0.0010249015455143556
2000-10-16,China,EM,-0.012994205517987826
2000-10-17,China,EM,0.005366016283996719
2000-10-18,China,EM,0.011160604831176993
2000-10-19,China,EM,-0.006347219599198373
2000-10-20,China,EM,0.01969111077383037
2000-10-23,China,EM,0.005382233064543313
2000-10-24,China,EM,-0.002346592407965974
2000-10-25,China,EM,0.007922591766732174
2000-10-26,China,EM,-0.008045375916899671
2000-10-27,China,EM,-0.0018185081158968938
2000-10-30,China,EM,0.0034112772020823733
2000-10-31,China,EM,-0.007692014536185919
2000-11-01,China,EM,0.006671247587259637
2000-11-02,China,EM,0.008325124169223984
2000-11-03,China,EM,-0.0018836188170393991
2000-11-06,China,EM,0.006211968541434543
2000-11-07,China,EM,0.0001409992016419617
2000-11-08,China,EM,0.011931913242321636
2000-11-09,China,EM,0.011678131479874258
2000-11-10,China,EM,0.008487648255051349
2000-11-13,China,EM,0.01878789337627402
2000-11-14,China,EM,0.0043579158838502954
2000-11-15,China,EM,-0.0033568925696378094
2000-11-16,China,EM,0.005339558612102583
2000-11-17,China,EM,0.003954719035628841
2000-11-20,China,EM,0.0025667607169571373
2000-11-21,China,EM,0.0003616121729204354
2000-11-22,China,EM,0.010116730810713105
2000-11-23,China,EM,-0.00047751535990132865
2000-11-24,China,EM,-0.03132453512153196
2000-11-27,China,EM,-0.005714073475572934
2000-11-28,China,EM,0.012024459401449927
2000-11-29,China,EM,-0.010283173725372049
2000-11-30,China,EM,0.0031893082559072685
2000-12-01,China,EM,0.003579380051044463
2000-12-04,China,EM,-0.00047095170353041903
2000-12-05,China,EM,-0.00020678901814392636
2000-12-06,China,EM,-0.007184849727041134
2000-12-07,China,EM,-0.0033391732965212828
2000-12-08,China,EM,-0.000402755212217249
2000-12-11,China,EM,-0.01887218033308294
2000-12-12,China,EM,0.007844875302192017
2000-12-13,China,EM,-0.006066869539656849
2000-12-14,China,EM,-0.0007029442895635766
2000-12-15,China,EM,-0.000410964256105645
2000-12-18,China,EM,0.0046380324176884535
2000-12-19,China,EM,-0.0040548061116027845
2000-12-20,China,EM,0.010149464588017871
2000-12-21,China,EM,0.004993721640494797
2000-12-22,China,EM,-0.0029091024039900864
2000-12-25,China,EM,-0.004695303625414775
2000-12-26,China,EM,0.0005295330413382511
2000-12-27,China,EM,-0.007447613726113161
2000-12-28,China,EM,0.0014021613711249718
2000-12-29,China,EM,0.013423989509554146
2001-01-02,China,EM,0.014049506122218338
2001-01-03,China,EM,0.007178921499340781
2001-01-04,China,EM,-0.007137493343886528
2001-01-05,China,EM,-0.003100811581677593
2001-01-08,China,EM,-0.01671362819197239
2001-01-09,China,EM,0.00645908984943655
2001-01-10,China,EM,0.014637453442172887
2001-01-11,China,EM,-0.0003607280042859743
2001-01-12,China,EM,-0.00531727497420952
2001-01-15,China,EM,-0.027581570917729652
2001-01-16,China,EM,0.0052215153659227465
2001-01-17,China,EM,-0.001258494598319144
2001-01-18,China,EM,0.0012901358648985694
2001-01-19,China,EM,0.010782120577233429
2001-02-05,China,EM,-0.0069877912450828665
2001-02-06,China,EM,-0.004227796043436567
2001-02-07,China,EM,-0.003994822928806031
2001-02-08,China,EM,-0.018992637405193753
2001-02-09,China,EM,0.006788651838079968
2001-02-12,China,EM,0.004427058467677196
2001-02-13,China,EM,-0.004014540552136325
2001-02-14,China,EM,0.00016944525633470116
2001-02-15,China,EM,-0.012331690079268856
2001-02-16,China,EM,-0.0022740996974172523
2001-02-19,China,EM,0.016246839532704577
2001-02-20,China,EM,-0.008923146633337006
2001-02-21,China,EM,-0.03257320018849503
2001-02-22,China,EM,-0.0015424356908256371
2001-02-23,China,EM,0.020012812061971405
2001-02-26,China,EM,0.010125989887422842
2001-02-27,China,EM,0.008078010715461903
2001-02-28,China,EM,-0.007344431894224521
2001-03-01,China,EM,0.0015713561051253124
2001-03-02,China,EM,0.011018464481602696
2001-03-05,China,EM,-0.003988615434800134
2001-03-06,China,EM,0.0025961506563966356
2001-03-07,China,EM,0.0011923019669593405
2001-03-08,China,EM,0.008826181201540387
2001-03-09,China,EM,0.004497832033821816
2001-03-12,China,EM,-0.0037568918350228283
2001-03-13,China,EM,-0.007899546852616972
2001-03-14,China,EM,0.010301856149395482
2001-03-15,China,EM,0.004546260226348045
2001-03-16,China,EM,0.0011524017063438289
2001-03-19,China,EM,0.007333972249228146
2001-03-20,China,EM,0.005251860917316174
2001-03-21,China,EM,0.013121345580175265
2001-03-22,China,EM,0.005727473331540327
2001-03-23,China,EM,-0.019021950167027853
2001-03-26,China,EM,0.015601784683378164
2001-03-27,China,EM,0.004775116962808268
2001-03-28,China,EM,-0.0004753208082530862
2001-03-29,China,EM,-0.006096359548052372
2001-03-30,China,EM,0.0012189894989733635
2001-04-02,China,EM,0.00437181498148797
2001-04-03,China,EM,-0.002576356608080841
2001-04-04,China,EM,-0.014220073443409628
2001-04-05,China,EM,0.009690516079165911
2001-04-06,China,EM,-0.0019212804493631138
2001-04-09,China,EM,-0.0019152699244453161
2001-04-10,China,EM,0.0071908481361653625
